actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,critic_target_value,critic_value_reg,duration,episode,episode_reward,step
7.368729717224836,-3.122349710933864,-12.0,1.842450167864561,0.09512614831396886,0.4913871134519577,0.0878915100749582,1.928112027436495,16.34256653738022,16.692584991455078,6.0,467.7682060338491,6000
5.440015049219132,-5.77081942653656,-12.0,1.5126744031906127,0.08662630669604335,0.4829294542968273,0.029257030621170996,4.499825006246566,38.412856105804444,16.588147401809692,7.0,459.28148941125875,7000
2.8622732928991317,-8.653099038124084,-12.0,1.184200176358223,0.07961130620398031,0.48233365672826767,0.033673407616093755,7.311245322704315,64.88682939910889,16.55099606513977,8.0,440.66750797577663,8000
1.7574825078248977,-11.382467774391174,-12.0,1.0092630605101585,0.07333993412381803,0.4775064197182655,0.059652595058083534,10.106528870582581,91.91674938201905,16.22663402557373,9.0,495.4988533389175,9000
1.2115536811947822,-13.663218216896057,-12.0,0.8909470252394677,0.06741359640938958,0.45660901767015455,0.10057156413048506,12.522413593292237,115.26818209075928,0.0,10.0,339.60928985901137,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.356641054153442,0.0,0.0,10000
0.5611489687971771,-15.56419970035553,-12.0,0.7778700258731842,0.061908189300281406,0.4258429302871227,0.11313134019821883,14.55987124156952,134.48531890106202,16.456156969070435,11.0,215.8194013513526,11000
0.23662270787544548,-17.10836296463013,-12.0,0.6951784909367561,0.05679998153384518,0.3923973624110222,0.14138949862867595,16.26841773223877,150.26512364196776,15.936569929122925,12.0,55.141578281120225,12000
-0.12704186688363553,-18.418762422561645,-12.0,0.6183042071461677,0.05205174011650618,0.3665211551189423,0.166186834089458,17.709025318145752,162.46064364624024,16.02689242362976,13.0,49.75501190655705,13000
-0.8902417674958706,-19.52018208503723,-12.0,0.5308581798374653,0.047755998291606414,0.3444825448393822,0.15699876898527146,18.910766481399538,172.10593963623046,16.095863819122314,14.0,63.70826908649821,14000
-1.2446593875288963,-20.58472477531433,-12.0,0.4715671403706074,0.04384130133471183,0.3389318659007549,0.18269595868885516,20.06863967895508,181.8394811553955,16.08992862701416,15.0,71.39365905599989,15000
-1.4413605404496193,-21.741507972717287,-12.0,0.42422696474194527,0.04017921518111421,0.3495681099295616,0.21256327793002128,21.28437311935425,192.04521919250487,16.29980969429016,16.0,331.560658666691,16000
-1.6774307565689086,-23.32329916381836,-12.0,0.3798295711576939,0.03678616900382188,0.37841756504774093,0.22229334595799446,22.89535513496399,204.17669384765625,15.956867218017578,17.0,843.7613297668353,17000
-2.211331769704819,-24.90062384223938,-12.0,0.3301588090956211,0.033715385944872646,0.40369540998339654,0.2365490915328264,24.48260074043274,215.91854945373535,15.768691062927246,18.0,823.8595549189184,18000
-2.646004885792732,-26.45552389526367,-12.0,0.28943451881408694,0.0309316088813195,0.4240957084596157,0.2548777623027563,26.05909306526184,226.72954718017579,15.97574496269226,19.0,810.7486654328682,19000
-3.2900208299160005,-28.029142833709717,-12.0,0.2475125649869442,0.028397353548127904,0.4428987895846367,0.26013850755989554,27.638016170501707,237.41227818298339,0.0,20.0,786.9885326207568,20000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.639060258865356,0.0,0.0,20000
-4.079763555526734,-29.569564025878908,-12.0,0.20709241977334022,0.026129023128495188,0.45949701696634293,0.2572043319344521,29.17457187461853,246.25953883361817,17.747764825820923,21.0,774.072804217413,21000
-4.932488759517669,-31.00557577705383,-12.0,0.1703793583512306,0.024086217752516636,0.4757737773656845,0.2675644282996654,30.61551480293274,254.42649702453613,16.985103607177734,22.0,808.3730743484437,22000
-5.7798829522132875,-32.422809309005736,-12.0,0.13850889653712511,0.02224787793882779,0.49187138333916663,0.26635734030604363,32.035103525161745,263.8488917388916,15.986226320266724,23.0,804.0858535284356,23000
-6.6828521733284,-33.74680819320679,-12.0,0.10960182578861713,0.02059052610277929,0.5064794326126576,0.270157487526536,33.355101694107056,272.4685643157959,16.238597631454468,24.0,859.9017307755518,24000
-7.498386116504669,-35.09837208557129,-12.0,0.08607733710110188,0.019100089406225925,0.5205994121134281,0.27653173172473905,34.71146536254883,281.58779234313965,16.381896018981934,25.0,832.80015857514,25000
-8.265629634857177,-36.3648758354187,-12.0,0.06636760018765926,0.017749075594743084,0.533111439049244,0.28187567038834094,35.98577825164795,290.4450396728516,17.246739625930786,26.0,856.4819113633849,26000
-9.05043507194519,-37.55365700149536,-12.0,0.048866640616208316,0.016541881536846523,0.5433508805036544,0.28584963200986385,37.18398195648194,299.3099495849609,16.050129890441895,27.0,826.9680501454623,27000
-9.896082251548767,-38.68886389541626,-12.0,0.03268103228323162,0.015499754759750788,0.5537935062646866,0.2974677308946848,38.32043209838867,308.0759714355469,15.964175701141357,28.0,775.0381896567785,28000
-10.668845844268798,-39.80803726959228,-12.0,0.019552879490423947,0.01465894501701488,0.5631586947441101,0.3109722937643528,39.443830448150635,317.3646821899414,15.872966527938843,29.0,868.6078404768513,29000
-11.225826404571533,-40.65810636138916,-12.0,0.01085678437940078,0.013983277994450758,0.5645099565982818,0.3150287247002125,40.312630825042724,322.6192886352539,0.0,30.0,700.3587167741312,30000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.092482566833496,0.0,0.0,30000
-11.792250449180603,-41.253792892456055,-12.0,0.002829024337610463,0.013578221962148997,0.5581546573638916,0.32240197104215623,40.91998848342895,326.9640352783203,16.64703392982483,31.0,474.89093560851177,31000
-12.031446834564209,-41.826103706359866,-12.0,-0.00042522740516869815,0.013530361456178518,0.5548901770114899,0.341738867983222,41.510068897247315,330.75479235839845,16.02872371673584,32.0,230.5925922467562,32000
-12.016171934127808,-42.87251447296143,-12.0,-0.00021933362989511808,0.013589600423716906,0.5651304887533188,0.3589336407482624,42.568001468658444,338.23033236694334,17.224194526672363,33.0,855.4351842026743,33000
-11.997402112960815,-43.88592212677002,-12.0,3.5535462928237394e-05,0.013560898042013833,0.5744614552855491,0.3699375019669533,43.58770861053467,343.90965896606446,16.91047716140747,34.0,884.8649113156936,34000
-11.999098925590514,-44.935524047851565,-12.0,1.2565783370519056e-05,0.013612263745181551,0.5840473536849022,0.38856329044699667,44.63763927841187,350.9711638488769,16.46066641807556,35.0,910.7999142051302,35000
-11.989627116203309,-45.93017921829224,-12.0,0.00014093220146605746,0.013549094422189645,0.5915781859755516,0.39373901227116587,45.640903381347655,357.50660806274414,16.41789698600769,36.0,858.596197918971,36000
-11.995233496665955,-46.902920806884765,-12.0,6.472664103785064e-05,0.013525600898245218,0.5994706948399544,0.40659525436162947,46.625025764465335,364.0029401855469,16.463493824005127,37.0,874.9452134128435,37000
-11.995522134780884,-47.848726192474366,-12.0,6.0837356199044734e-05,0.013459341203609093,0.6076686878204346,0.4114435346722603,47.58023178100586,369.7415332641602,16.49835968017578,38.0,883.6814131969871,38000
-12.03423696899414,-48.725190872192385,-12.0,-0.0004641608623205684,0.013587475241662277,0.6147945499420167,0.4095906544625759,48.45972035598755,375.01730538940427,16.221998691558838,39.0,899.2698225765254,39000
-11.990982232093812,-49.58411507034302,-12.0,0.00012338474919670262,0.01361574805913507,0.6208534297943116,0.4148872302174568,49.328807216644286,381.5627145080566,0.0,40.0,875.2389091735273,40000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9744770526886,0.0,0.0,40000
-11.989497040748596,-50.40569155883789,-12.0,0.0001430073134833947,0.013559227353013481,0.6279096369147301,0.42900074592232706,50.15779951095581,386.67344104003905,16.92271137237549,41.0,871.7605663722917,41000
-12.000287527084351,-51.10456065750122,-12.0,-3.5181072598788886e-06,0.013569744154854879,0.6319061877727509,0.43828423142433165,50.86926756668091,392.1271804504394,17.050201416015625,42.0,905.897853920018,42000
-12.005991176605225,-51.5238345451355,-12.0,-8.089711210050155e-05,0.013621452714224314,0.629972272515297,0.4453955841958523,51.303606201171874,394.2734410400391,16.426798820495605,43.0,445.0016838692861,43000
-11.985743446350098,-52.23616067886353,-12.0,0.0001934839826571988,0.013510240695580723,0.6353599133491517,0.45578927811980247,52.025790885925296,399.0183840332031,16.001750230789185,44.0,861.6173667113799,44000
-11.965917921066284,-52.90071830749512,-12.0,0.00045735436894756275,0.01338685719219218,0.6403234234452247,0.46470464518666266,52.69961711120605,404.2002755737305,15.843946695327759,45.0,884.082788444245,45000
-11.99701427268982,-53.42129779052734,-12.0,4.005528727429919e-05,0.013330742691025946,0.6431292850375175,0.4705628361105919,53.22671129226685,407.7316612243652,15.848052024841309,46.0,735.7070602217912,46000
-11.996456902503967,-54.09815251541138,-12.0,4.737767539336346e-05,0.01326467383407613,0.648540655195713,0.47300715631246565,53.90905103302002,411.70240625,15.818965435028076,47.0,898.8942236186386,47000
